Date,Rainfall_mm,Sunshine_hours,Avg_Temperature_C
2024-01-01,37.454011884736246,5.14792832850022,18.289762941133446
2024-01-02,95.07143064099162,9.010452813497968,31.953982543106424
2024-01-03,73.1993941811405,9.054514489016189,32.9138925197378
2024-01-04,59.86584841970366,1.2374864260311913,27.042130937427345
2024-01-05,15.601864044243651,10.8306348801548,29.146413182030276
2024-01-06,15.599452033620265,6.063028469374286,32.75999009883673
2024-01-07,5.8083612168199465,9.917489593292899,29.315818149014376
2024-01-08,86.61761457749351,3.840595212367341,20.440624686628183
2024-01-09,60.11150117432088,10.746278741954406,27.22061376266901
2024-01-10,70.80725777960456,4.670420144809958,27.707440742125694
2024-01-11,2.0584494295802447,0.13005181776358032,24.786090740838176
2024-01-12,96.99098521619943,10.864583717031163,29.783107769995567
2024-01-13,83.24426408004217,1.0954401214336027,32.94987223630424
2024-01-14,21.233911067827616,3.8317636510849784,32.80909620650842
2024-01-15,18.182496720710063,11.400743604609659,25.213429942466114
2024-01-16,18.34045098534338,11.407285763250673,19.811808733452082
2024-01-17,30.42422429595377,6.881254657479433,33.75745918339735
2024-01-18,52.475643163223786,7.582046546037591,31.422369383134946
2024-01-19,43.194501864211574,5.381346263739838,19.99460289925227
2024-01-20,29.122914019804192,3.5185292603767744,32.73347012187796
2024-01-21,61.18528947223795,3.9439745444389915,31.918341792994052
2024-01-22,13.949386065204184,8.07022147292446,26.301408914017152
2024-01-23,29.214464853521815,9.02849435325216,27.460406971918868
2024-01-24,36.63618432936917,9.498948524710183,24.384043261922084
2024-01-25,45.606998421703594,9.475417713534647,18.8761862211525
2024-01-26,78.51759613930136,1.0944732365842844,23.363155866334417
2024-01-27,19.967378215835975,5.933043656430978,30.845655177568183
2024-01-28,51.42344384136116,0.6907051201997314,18.074112368073646
2024-01-29,59.24145688620425,6.594346587884827,23.335986747058307
2024-01-30,4.645041271999773,5.298366016480524,24.370699097455095
2024-01-31,60.75448519014384,10.652450193099597,26.598329647006764
2024-02-01,17.052412368729154,4.210980150624945,32.71768986260417
2024-02-02,6.505159298527952,1.4048041971312704,23.54153590985538
2024-02-03,94.88855372533332,1.7159001846340303,23.551251230339645
2024-02-04,96.56320330745594,9.138127580609666,29.800019969755972
2024-02-05,80.83973481164611,7.418616759795133,25.235487054236913
2024-02-06,30.46137691733707,1.213472113473483,21.59367716703971
2024-02-07,9.767211400638388,1.0092816733799692,25.239032258123096
2024-02-08,68.42330265121569,8.41162957750944,20.253712326076798
2024-02-09,44.01524937396013,0.8731560763703223,20.822191784099573
2024-02-10,12.203823484477883,9.862320711484275,25.973884363831676
2024-02-11,49.51769101112702,8.474906725877954,24.70280719207277
2024-02-12,3.4388521115218396,0.9761853677027972,32.6375344170896
2024-02-13,90.9320402078782,1.018052569022303,23.79830238586613
2024-02-14,25.87799816000169,11.839674942014106,27.289413604448697
2024-02-15,66.2522284353982,4.491249549073444,28.116228606712486
2024-02-16,31.171107608941096,4.447705764802691,18.209511305413336
2024-02-17,52.00680211778108,9.753594807090032,28.61659795226737
2024-02-18,54.67102793432797,11.366982928606305,20.84857546991602
2024-02-19,18.485445552552704,11.83201276587445,33.37712507951128
2024-02-20,96.95846277645586,9.0405382231073,20.378603644049807
2024-02-21,77.51328233611146,4.515115026370989,24.633985979632378
2024-02-22,93.9498941564189,1.0020086003840252,19.3655946892583
2024-02-23,89.48273504276489,9.325762991129242,33.949988029535156
2024-02-24,59.78999788110851,6.700850996829661,26.03512016529988
2024-02-25,92.18742350231169,5.090664110963715,27.526160277120702
2024-02-26,8.84925020519195,10.876252621136832,19.07322363821484
2024-02-27,19.59828624191452,1.334369787673816,29.999367526386845
2024-02-28,4.522728891053807,5.91150125149031,21.358489489529372
2024-02-29,32.53303307632643,0.13624373720902883,32.36886863105142
2024-03-01,38.8677289689482,5.623927703929516,21.282234247712115
2024-03-02,27.134903177389592,0.6756393081820482,21.051003530618665
2024-03-03,82.87375091519293,1.425814995216863,18.58479468556952
2024-03-04,35.67533266935893,1.4103149613252586,25.553071121759988
2024-03-05,28.093450968738075,7.790523625392763,27.037458132201863
2024-03-06,54.26960831582485,8.952538551185079,19.051338230853638
2024-03-07,14.092422497476264,7.000425181165916,30.408441867120168
2024-03-08,80.21969807540397,11.546070581694503,25.252621355968444
2024-03-09,7.455064367977082,4.498446954284448,26.390244309241282
2024-03-10,98.68869366005173,3.428545035382329,25.05220395101165
2024-03-11,77.22447692966574,10.423189538273522,24.412208974005217
2024-03-12,19.87156815341724,2.6831500622334317,26.954245300931486
2024-03-13,0.5522117123602399,11.558670473287336,20.4838439348914
2024-03-14,81.54614284548342,0.1458536962777961,20.910850087924338
2024-03-15,70.68573438476172,11.63854592049167,31.788569936216277
2024-03-16,72.90071680409874,0.5179189434069134,33.13784739413812
2024-03-17,77.12703466859458,10.693717364376853,23.972949060476047
2024-03-18,7.4044651734090365,6.332413309035598,22.331914770296862
2024-03-19,35.84657285442726,11.915577553431604,28.303992691824252
2024-03-20,11.586905952512971,0.8855587768247863,24.539746737569544
2024-03-21,86.31034258755935,6.646251412815849,18.406181690565518
2024-03-22,62.329812682755794,11.631630427429187,20.498441557859046
2024-03-23,33.08980248526492,6.277174130041786,29.45555566155836
2024-03-24,6.355835028602364,7.55278365762315,28.54278307056242
2024-03-25,31.09823217156622,8.348984267815407,18.433535880055736
2024-03-26,32.518332202674706,5.454492777213279,21.55155459092719
2024-03-27,72.96061783380641,7.530696961008761,21.697196745409144
2024-03-28,63.75574713552131,7.011771743077203,28.750283897579656
2024-03-29,88.72127425763266,10.813896125891867,18.315368604069825
2024-03-30,47.22149251619493,0.5453565640974944,19.665737311753183
2024-03-31,11.959424593830171,3.371558275106764,30.79865736597103
2024-04-01,71.3244787222995,11.404937808918705,20.856714592869338
2024-04-02,76.07850486168974,10.683165406690996,28.443937725629993
2024-04-03,56.127719756949624,5.467881033428555,21.810924496747624
2024-04-04,77.0967179954561,7.441591173618441,19.591062284149523
2024-04-05,49.379559636439076,3.328574195773592,21.890755055991264
2024-04-06,52.27328293819941,2.2574539166851357,29.556270909690546
2024-04-07,42.75410183585496,5.564380859279786,31.691143489700572
2024-04-08,2.541912674409519,4.240226736312634,31.283517833071866
2024-04-09,10.789142699330444,7.003873342210465,24.35493647389528
2024-04-10,3.142918568673425,0.932815643579818,28.68936218513034
2024-04-11,63.64104112637804,11.692737691993997,21.279748726653136
2024-04-12,31.435598107632668,11.834528933755234,22.690363684176212
2024-04-13,50.85706911647028,8.37794056823694,32.34137309633792
2024-04-14,90.7566473926093,6.433156396129444,18.208030776171775
2024-04-15,24.929222914887493,3.714331395435933,19.36813649367149
2024-04-16,41.038292303562976,9.765540236483384,21.326180082336435
2024-04-17,75.55511385430486,8.21677407064655,18.424515261981114
2024-04-18,22.879816549162246,1.9514032721386956,20.902966961436757
2024-04-19,7.697990982879299,10.93112621392611,27.328664975515075
2024-04-20,28.9751452913768,9.870446915078027,24.742792809479965
2024-04-21,16.122128725400444,11.397598959503089,32.2827473772316
2024-04-22,92.96976523425731,8.70863410066032,31.079096987815056
2024-04-23,80.8120379564417,7.360982351229478,23.469077627166016
2024-04-24,63.34037565104234,5.0189164354874265,22.15077493490068
2024-04-25,87.14605901877177,11.19274180024816,24.075078530676272
2024-04-26,80.36720768991145,10.3927666740049,27.444719080236922
2024-04-27,18.657005888603585,0.5426240412742729,22.28901825316602
2024-04-28,89.25589984899777,0.31640369396702406,27.986382525586144
2024-04-29,53.93422419156507,4.517560402536596,24.55058643505985
2024-04-30,80.74401551640625,9.726639969381996,26.832754893631684
2024-05-01,89.60912999234932,11.847313551779333,24.978024466165067
2024-05-02,31.800347497186387,1.8050026932423382,22.71145215267068
2024-05-03,11.005192452767677,7.129568584225622,33.17525291139451
2024-05-04,22.793516254194166,4.570690279572258,30.21769270655617
2024-05-05,42.71077886262563,11.638972773775238,20.24181081226324
2024-05-06,81.80147659224932,10.105427077628505,31.895487614366605
2024-05-07,86.07305832563435,10.059944456533653,25.79889917199222
2024-05-08,0.6952130531190703,5.624317917539644,32.312835630305464
2024-05-09,51.07473025775657,4.977834028051982,30.797684095157045
2024-05-10,41.7411003148779,3.280884863168475,24.803416071507733
2024-05-11,22.210781047073024,0.6765059598111254,18.35950893312188
2024-05-12,11.98653673336828,10.376668515060638,22.298837750159137
2024-05-13,33.7615171403628,9.75481210956093,26.666147434573872
2024-05-14,94.29097039125192,11.996612079433568,28.135651517218356
2024-05-15,32.320293202075526,11.959642044886865,22.12620296693124
2024-05-16,51.87906217433661,6.665180467231529,20.229697185165186
2024-05-17,70.30189588951778,9.227848982166126,31.358883788788788
2024-05-18,36.3629602379294,11.337188758589136,33.75043489125683
2024-05-19,97.17820827209607,10.195768688128938,26.411042916842973
2024-05-20,96.24472949421113,2.968177220918372,20.746868573572854
2024-05-21,25.178229582536417,5.406529623721122,22.356917224309903
2024-05-22,49.72485058923854,1.5499129818179398,18.294250824759466
2024-05-23,30.087830981676966,11.44861232710467,32.62878090496798
2024-05-24,28.484049437746762,7.2740956134105605,19.884017326242258
2024-05-25,3.6886947354532795,2.7437136660415526,27.224263608228057
2024-05-26,60.956433397989684,8.06040821287028,22.384883530995296
2024-05-27,50.26790232288615,7.41753888549475,26.866848040252695
2024-05-28,5.147875124998935,4.297952616394086,28.42272621362983
2024-05-29,27.864646423661142,1.3626911063955482,31.275868859315224
2024-05-30,90.82658859666537,8.058878347113595,21.30274034816965
2024-05-31,23.95618906669724,6.24369241084552,18.175933258535686
2024-06-01,14.48948720912231,9.267820700827672,20.190170081100916
2024-06-02,48.9452760277563,6.241962013343921,32.40029826956968
2024-06-03,98.56504541106007,10.226178003822481,31.982241241000246
2024-06-04,24.20552715115004,6.622882065293826,27.55860963472493
2024-06-05,67.21355474058785,6.731255658424635,27.608269766938456
2024-06-06,76.16196153287176,10.51984323190014,28.640586792740088
2024-06-07,23.763754399239968,4.8417943945487645,20.805940457975193
2024-06-08,72.82163486118596,1.6081827414076888,32.63059113479936
2024-06-09,36.77831327192532,0.3453921157600677,24.70032839827317
2024-06-10,63.23058305935795,9.061647068083428,24.13021645199196
2024-06-11,63.35297107608947,7.443714616241576,26.3026832845254
2024-06-12,53.57746840747585,8.448957217190683,18.75145546840088
2024-06-13,9.02897700544083,2.555569938106929,20.66053390009727
2024-06-14,83.5302495589238,1.6364577070412372,29.80853786282193
2024-06-15,32.07800649717358,0.17453598801458314,19.324778686802023
2024-06-16,18.651851039985424,4.207050705679164,27.65043375146221
2024-06-17,4.077514155476392,7.079012242255597,21.925585754901135
2024-06-18,59.08929431882418,4.706928541196788,24.228729824671625
2024-06-19,67.75643618422824,5.249699064284749,22.619099788331198
2024-06-20,1.6587828927856152,10.84990433392498,23.690763463439186
2024-06-21,51.2093058299281,4.179065604279604,29.504734482947928
2024-06-22,22.649577519793795,6.167873869917729,22.753947449970802
2024-06-23,64.51727904094498,9.403836152893717,27.062474244750355
2024-06-24,17.436642900499145,4.758513387855242,25.616806435185595
2024-06-25,69.09377381024659,7.465040402734482,28.61873864580237
2024-06-26,38.67353463005374,10.348364504960943,32.98927582919613
